sample	samples	NTN1	NTN3	NTN4	NTN5	NTNG1	NTNG2	DSCAM	DCC	UNC5A	UNC5B	UNC5C	UNC5D	cancer type abbreviation	sample_type
TCGA-AG-3574-01	TCGA-AG-3574-01	7.12	-0.65	8.9	1.7	0.54	4.93			2.99	9.13	2.1	0.4	READ	Primary Tumor
TCGA-D7-A6EX-01	TCGA-D7-A6EX-01	7.12	-1.68	6.72	3.77	2.21	3.22	-0.27	-0.02	2.52	8.87	1.86	-0.39	STAD	Primary Tumor
TCGA-N8-A4PM-01	TCGA-N8-A4PM-01	7.11	2.93	7.32	3.42	5.91	4.73	2.34	2.02	5.23	10.32	4.48	3.11	UCS	Primary Tumor
TCGA-78-8648-01	TCGA-78-8648-01	7.11	2.27	11.24	3.11	4.63	6.71	0	4.02	5.87	10.6	7.54	0	LUAD	Primary Tumor
TCGA-DD-AAEE-01	TCGA-DD-AAEE-01	7.11	1.88	8.73	1.05	0	1.88	0	0	3.18	7.51	0.62	0	LIHC	Primary Tumor
TCGA-AB-2980-03	TCGA-AB-2980-03	7.11	1.87	2.91	3.17	2.04	10.78			-0.78	6.31	2.28		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-KN-8433-11	TCGA-KN-8433-11	7.11	1.68	12.21	2.34	7.54	3.68	0.45	3.45	0.8	9.11	4.41	6.02	KICH	Solid Tissue Normal
TCGA-78-7161-01	TCGA-78-7161-01	7.11	1.68	9.98	3.83	1.98	11.05	2.11	1.07	2.11	9.67	4.64	0.45	LUAD	Primary Tumor
TCGA-IB-7888-01	TCGA-IB-7888-01	7.11	1.41	9.15	1.68	3.99	5.18	5.34	3.21	5.24	11.13	5.81	4.17	PAAD	Primary Tumor
TCGA-E9-A22A-01	TCGA-E9-A22A-01	7.11	0.91	7.94	1.31	0.67	5.9	0.37	0.37	6.54	10.28	5.03	0	BRCA	Primary Tumor
TCGA-21-1070-01	TCGA-21-1070-01	7.11	0.58	9.94	3.17	1	4.49	1	2.32	4.42	11.01	3.17	1.81	LUSC	Primary Tumor
TCGA-MA-AA3Y-01	TCGA-MA-AA3Y-01	7.11	0.46	8.79	1.1	2.37	3.34	7.5	0	3.28	9	1.54	0	CESC	Primary Tumor
TCGA-J4-A67N-01	TCGA-J4-A67N-01	7.11	0.13	10.31	4.29	7.88	5.73	-0.48	0.5	6.42	8.46	4.55	7.94	PRAD	Primary Tumor
TCGA-J4-8200-01	TCGA-J4-8200-01	7.11	0	9.68	2.82	3.86	5.97	1.26	2.09	8.81	7.21	4.49	6.53	PRAD	Primary Tumor
TCGA-R6-A6DQ-01	TCGA-R6-A6DQ-01	7.11	-1.3	10.4	1.86	0.34	3.4	-0.27	1.75	7.47	8.91	4.02	2.15	ESCA	Primary Tumor
TCGA-06-2569-01	TCGA-06-2569-01	7.1	4.28	4.51	5.86	9.7	4.41	0.96	0.96	2.63	10.3	6.61	10.01	GBM	Primary Tumor
TCGA-FR-A2OS-01	TCGA-FR-A2OS-01	7.1	3.05	7.92	1.62	3.61	4.51	1.2	0.83	2.37	8.93	3.81	3.05	SKCM	Primary Tumor
TCGA-EE-A3AD-06	TCGA-EE-A3AD-06	7.1	2.33	6.02	0.95	7.99	2.96	0	0	0.39	7.79	2.65	0	SKCM	Metastatic
TCGA-EJ-A65E-01	TCGA-EJ-A65E-01	7.1	1.27	10.4	5.13	9.91	6.79	1.27	0	3.67	8.84	3.56	6.3	PRAD	Primary Tumor
TCGA-XM-A8R8-01	TCGA-XM-A8R8-01	7.1	1.26	7.17	4.46	3.84	6.46	1.26	1.63	4.16	7.17	4.59	0	THYM	Primary Tumor
TCGA-BP-4983-01	TCGA-BP-4983-01	7.1	1.23	8.15	2.34	6.66	8.85	0.42	2.89	6.11	9.21	5.24	0.42	KIRC	Primary Tumor
TCGA-IN-A6RR-01	TCGA-IN-A6RR-01	7.1	1.13	10.41	4.41	5.44	2.53	2.54	2.3	2.79	8.36	2.73	2.88	STAD	Primary Tumor
TCGA-KN-8427-11	TCGA-KN-8427-11	7.1	1.09	12.9	1.57	4.19	2.31	0.64	0	1.43	8.13	2.73	6.39	KICH	Solid Tissue Normal
TCGA-AR-A0TR-01	TCGA-AR-A0TR-01	7.1	0.87	11.13	2.5	3.58	1.8	0.35	0.87	8.24	7.93	1.4	0	BRCA	Primary Tumor
TCGA-AB-2921-03	TCGA-AB-2921-03	7.1	0.75	0.52	4.7	1.19	6.02			2.62	5.99	0		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-3A-A9I5-01	TCGA-3A-A9I5-01	7.1	0.68	8.54	3.04	4.1	5.99	4.15	1.14	7.96	10.06	1.77	1.77	PAAD	Primary Tumor
TCGA-BQ-7044-11	TCGA-BQ-7044-11	7.1	0	12.38	1.18	8.8	4.22	0.51	2.38	2.49	8.75	2.87	4.35	KIRP	Solid Tissue Normal
TCGA-2G-AAGZ-01	TCGA-2G-AAGZ-01	7.1	0	7.98	3.23	5.94	5.32	0	0.76	5.32	10.83	3.97	4.7	TGCT	Primary Tumor
TCGA-D8-A140-01	TCGA-D8-A140-01	7.1	0	6.93	2.78	2.51	3.8	0	3.58	2.05	10.53	5.67	1.12	BRCA	Primary Tumor
TCGA-44-7669-01	TCGA-44-7669-01	7.09	2.23	9.77	1.91	4.53	7.55	1.34	4.45	2.9	9.33	4.43	0	LUAD	Primary Tumor
TCGA-18-5592-01	TCGA-18-5592-01	7.09	1.5	8.38	1.07	1.97	3.39	0	5.05	0.79	11.67	3.82	0.79	LUSC	Primary Tumor
TCGA-ZF-A9RE-01	TCGA-ZF-A9RE-01	7.09	1.38	9.13	2.53	3.61	2.07	0	1.38	0	9.93	1.05	0	BLCA	Primary Tumor
TCGA-50-7109-01	TCGA-50-7109-01	7.09	1.15	9.6	3.91	8.52	6.54	5.62	2.4	2.7	9.44	3.65	0.69	LUAD	Primary Tumor
TCGA-4Z-AA82-01	TCGA-4Z-AA82-01	7.09	0.99	11	4.91	2.3	4.83	0	0	2.98	12.19	2.56	0	BLCA	Primary Tumor
TCGA-KJ-A3U4-01	TCGA-KJ-A3U4-01	7.09	0.98	10.24	2.55	0.72	3.14	0	0	8.49	7.02	1.97	0.72	UCEC	Primary Tumor
TCGA-AB-2844-03	TCGA-AB-2844-03	7.09	0.88	2.13	3.93	1.29	9.84			3.4	6.32	-0.97		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-EK-A2RM-01	TCGA-EK-A2RM-01	7.09	0	10.76	3.05	2.99	4.49	0	0	4.74	8.46	2.39	0.47	CESC	Primary Tumor
TCGA-QR-A6H6-01	TCGA-QR-A6H6-01	7.09	0	10.26	4.25	5.77	10.74	2.51	4.25	12.22	12.63	8.34	7.14	PCPG	Primary Tumor
TCGA-DK-AA6Q-01	TCGA-DK-AA6Q-01	7.09	0	8.96	4.91	0	4.42	0	1.07	1.07	9.48	0	0	BLCA	Primary Tumor
TCGA-EM-A2CR-01	TCGA-EM-A2CR-01	7.09	0	6.65	4.25	2.55	4.69	0	0	3.42	10.23	5.25	1.78	THCA	Primary Tumor
TCGA-HU-8610-01	TCGA-HU-8610-01	7.09	-1.68	9.54	2.47	0.18	3.6	0.94	1.65	4.76	9.36	3.71	4.18	STAD	Primary Tumor
TCGA-EB-A97M-01	TCGA-EB-A97M-01	7.08	3.28	3.57	1.06	0	3.02	0	0	1.06	8.5	0	0	SKCM	Primary Tumor
TCGA-EO-A3B0-01	TCGA-EO-A3B0-01	7.08	2.75	8.83	4.08	6.37	5	0	0	3.54	9.82	6.72	2.75	UCEC	Primary Tumor
TCGA-EJ-7782-01	TCGA-EJ-7782-01	7.08	1.62	9.53	3.43	2.09	8.48	0.67	0.37	7.04	9.72	5.13	6.94	PRAD	Primary Tumor
TCGA-B0-5691-11	TCGA-B0-5691-11	7.08	1.61	12.33	1.87	8.82	4.65	1.61	3.53	2.35	10.27	6.64	8.32	KIRC	Solid Tissue Normal
TCGA-ZB-A96O-01	TCGA-ZB-A96O-01	7.08	1.54	5.26	4.91	1.82	4.45	1.54	0	0.71	8.37	1.82	1.18	THYM	Primary Tumor
TCGA-21-1077-01	TCGA-21-1077-01	7.08	1.48	9.07	1.69	1.48	4.59	0	4.88	2.45	10.03	4.23	7.49	LUSC	Primary Tumor
TCGA-DX-A6BG-01	TCGA-DX-A6BG-01	7.08	1.43	9.06	3.55	8.43	6.27	0	0	8.37	12.82	7.2	0	SARC	Primary Tumor
TCGA-CJ-5680-11	TCGA-CJ-5680-11	7.08	1.04	12.98	1.04	8.74	4.75	0	3.8	4.27	10.05	5.19	7.88	KIRC	Solid Tissue Normal
TCGA-G4-6625-01	TCGA-G4-6625-01	7.08	0.93	8.44	2.69	2.06	5.55	0	2.06	2.06	9.42	3.82	1.9	COAD	Primary Tumor
TCGA-GM-A2DI-01	TCGA-GM-A2DI-01	7.08	0.84	11.06	3.16	6.25	4.8	2.31	0.84	4.72	11.17	5.95	0	BRCA	Primary Tumor
TCGA-HZ-8637-01	TCGA-HZ-8637-01	7.08	0.71	9.35	3.12	4.38	6.13	3.79	2.61	6.84	10.19	5.09	5.27	PAAD	Primary Tumor
TCGA-EJ-5504-01	TCGA-EJ-5504-01	7.08	0.53	10.16	2.44	5.83	7.61	0.53	0.91	10.36	9.41	5.79	9.39	PRAD	Primary Tumor
TCGA-G9-6499-01	TCGA-G9-6499-01	7.08	0.44	10.05	3.1	7.71	6.34	0	0.44	9.76	7.5	2.68	5.59	PRAD	Primary Tumor
TCGA-EW-A1PE-01	TCGA-EW-A1PE-01	7.08	0.4	12.79	2.45	7.88	4.98	0.4	0.71	4.93	10.25	5.55	0	BRCA	Primary Tumor
TCGA-NJ-A4YP-01	TCGA-NJ-A4YP-01	7.08	0.33	7.95	2.02	1.47	5.99	0.82	0.82	5.99	11.04	3.69	1.18	LUAD	Primary Tumor
TCGA-CH-5768-01	TCGA-CH-5768-01	7.08	0	10.55	2.89	4.68	4.89	0.42	0	4.1	8.57	4.26	7.42	PRAD	Primary Tumor
TCGA-UZ-A9PL-01	TCGA-UZ-A9PL-01	7.08	0	10.53	4.57	4.33	0.86	0.49	0	8.76	6.06	1.6	6.84	KIRP	Primary Tumor
TCGA-EJ-A65M-01	TCGA-EJ-A65M-01	7.08	0	9.65	4.17	9.01	6.48	0.57	0	7.82	8.01	3.35	6.44	PRAD	Primary Tumor
TCGA-IQ-7632-01	TCGA-IQ-7632-01	7.08	0	8.4	0.63	0	2.1	1.9	1.07	1.07	10.3	2.27	1.67	HNSC	Primary Tumor
TCGA-D6-A6EQ-01	TCGA-D6-A6EQ-01	7.08	0	6.24	3.29	1.3	5.31	0	0	5.39	10.59	0.79	0	HNSC	Primary Tumor
TCGA-59-2350-01	TCGA-59-2350-01	7.08	-0.6	8.12	3.95	0.74	7.62	-0.27	0.44	6.66	11.89	2.27	-0.39	OV	Primary Tumor
TCGA-HU-A4G9-01	TCGA-HU-A4G9-01	7.08	-1.16	6.68	-0.69	-0.34	1.1	-0.27	-0.02	0.37	9.21	3.31	0.51	STAD	Primary Tumor
TCGA-MQ-A4LJ-01	TCGA-MQ-A4LJ-01	7.07	2.8	8.28	2.97	7.23	3.91	0.89	0	3.37	9.52	0.51	4.07	MESO	Primary Tumor
TCGA-A5-A0GH-01	TCGA-A5-A0GH-01	7.07	1.53	7.15	3.29	7.79	3.75			4.76	9.55	6.98	0.83	UCEC	Primary Tumor
TCGA-YL-A9WY-01	TCGA-YL-A9WY-01	7.07	1.22	10.78	3.7	8.52	5.98	0.74	0.74	2.22	9.3	5.14	7.93	PRAD	Primary Tumor
TCGA-86-A456-01	TCGA-86-A456-01	7.07	0.67	10.31	2.79	3.87	4.32	0.67	3.02	3.3	8.77	3.39	0	LUAD	Primary Tumor
TCGA-E2-A1IF-01	TCGA-E2-A1IF-01	7.07	0.51	11.74	2.88	2.96	5.37	2.61	0	7.8	11.16	3.91	0	BRCA	Primary Tumor
TCGA-HZ-7919-01	TCGA-HZ-7919-01	7.07	0.48	10.4	1.37	2.62	3.97	3.34	1.92	3.09	11.49	4.86	2.95	PAAD	Primary Tumor
TCGA-IB-7887-01	TCGA-IB-7887-01	7.07	0.43	10.52	2.38	3.65	6.27	0.43	0	5.32	11.6	4.29	0	PAAD	Primary Tumor
TCGA-BQ-5879-01	TCGA-BQ-5879-01	7.07	0	12	2.04	0	4.03	0	1.5	9.63	10.61	4.53	2.21	KIRP	Primary Tumor
TCGA-SY-A9G5-01	TCGA-SY-A9G5-01	7.07	0	10.71	4.73	1.71	6.34	0	0	3.69	9.58	4.3	0	BLCA	Primary Tumor
TCGA-91-A4BD-01	TCGA-91-A4BD-01	7.07	0	10.46	3	3.29	3.15	0.91	0	2.17	7.81	0	0	LUAD	Primary Tumor
TCGA-LN-A49M-01	TCGA-LN-A49M-01	7.07	-0.71	7.57	1.14	-0.34	3.28	5.55	0.38	2.17	10.54	2.25	0.01	ESCA	Primary Tumor
TCGA-L5-A88W-01	TCGA-L5-A88W-01	7.07	-1.68	7.05	0.25	-0.34	3.33	1.38	-0.02	1.38	10.81	-0.13	-0.39	ESCA	Primary Tumor
TCGA-SP-A6QG-01	TCGA-SP-A6QG-01	7.06	2.72	8.8	4.42	7.72	10.18	0.59	1.83	10.69	12.37	8.65	7.5	PCPG	Primary Tumor
TCGA-EL-A3ZT-11	TCGA-EL-A3ZT-11	7.06	2.58	8.59	4.31	2.28	3.05	0.47	0.47	4.47	8.25	9.43	4.59	THCA	Solid Tissue Normal
TCGA-AB-3002-03	TCGA-AB-3002-03	7.06	2.02	3.05	2.43	-0.34	4.53			2.98	4.75	1.98		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-UY-A78M-01	TCGA-UY-A78M-01	7.06	1.54	9.04	2.4	0.97	5.41	0.56	0	2.64	10.14	0	0	BLCA	Primary Tumor
TCGA-C5-A905-01	TCGA-C5-A905-01	7.06	1.49	5.01	7.68	0.45	1.83	0	0	0.79	12.37	0	0	CESC	Primary Tumor
TCGA-ED-A5KG-01	TCGA-ED-A5KG-01	7.06	1.33	8.94	1.59	3.4	5.28	0.59	5.42	5.4	9.05	4.22	0	LIHC	Primary Tumor
TCGA-66-2777-01	TCGA-66-2777-01	7.06	0.88	10.1	0.51	2.38	4.05	3.94	4.52	2.26	10.62	4.19	0.51	LUSC	Primary Tumor
TCGA-E2-A1IJ-01	TCGA-E2-A1IJ-01	7.06	0.72	12.42	2.46	8.59	5.69	1.84	0	8.08	12.1	6.71	0.72	BRCA	Primary Tumor
TCGA-VQ-A8PC-01	TCGA-VQ-A8PC-01	7.06	0.62	9.35	1.03	2.44	4.08	1.13	1.38	8.36	9.07	7.45	4.3	STAD	Primary Tumor
TCGA-BH-A203-01	TCGA-BH-A203-01	7.06	0.44	10.41	1.05	2.08	4.45	1.28	0.78	7.62	9.81	3.83	0	BRCA	Primary Tumor
TCGA-HF-7131-01	TCGA-HF-7131-01	7.06	0.43	9.85	0.43	0.43	4.38	0	1.03	3.23	9.17	6.7	1.26	STAD	Primary Tumor
TCGA-69-7978-01	TCGA-69-7978-01	7.06	0.42	11.71	2.33	2.43	5.07	1.23	3.38	5.25	10.52	5.67	0	LUAD	Primary Tumor
TCGA-FD-A3SJ-01	TCGA-FD-A3SJ-01	7.06	0.38	10.35	3.63	5.55	4.55	0.93	0.68	2.46	9.69	3.8	6.12	BLCA	Primary Tumor
TCGA-AG-A025-01	TCGA-AG-A025-01	7.06	0.27	7.34	2.51	0.59	4.58			1.8	9.44	2.43	-0.5	READ	Primary Tumor
TCGA-FB-AAQ1-01	TCGA-FB-AAQ1-01	7.06	0	10.47	2.17	1.58	4.95	3.09	0.58	9.27	10.44	1.32	1.81	PAAD	Primary Tumor
TCGA-KK-A7AY-01	TCGA-KK-A7AY-01	7.06	0	9.6	5.46	8.19	8.3	0	0	2.55	7.52	2.55	6.8	PRAD	Primary Tumor
TCGA-ED-A7PX-01	TCGA-ED-A7PX-01	7.06	0	9.22	1.07	1.07	3.98	1.4	0	3.64	10.08	3.7	1.9	LIHC	Primary Tumor
TCGA-HC-8256-01	TCGA-HC-8256-01	7.06	0	9.19	3.89	7.65	6.65	2.8	0.48	9.15	7.95	3.6	9.04	PRAD	Primary Tumor
TCGA-HI-7169-01	TCGA-HI-7169-01	7.06	0	8.42	4.22	8.64	8.98	0	1.87	4.73	8.75	4.47	6.26	PRAD	Primary Tumor
TCGA-BR-8382-01	TCGA-BR-8382-01	7.06	-1.68	8.61	1.22	3.45	4.56	-0.27	-0.02	4.4	9.85	2.78	-0.39	STAD	Primary Tumor
TCGA-AJ-A6NU-01	TCGA-AJ-A6NU-01	7.05	3.95	9.53	2.28	3.89	3.95	0.4	0.97	4.75	9.13	3.12	1.83	UCEC	Primary Tumor
TCGA-J4-A83I-01	TCGA-J4-A83I-01	7.05	1.81	10.82	4.25	5.88	5.67	0.44	0.44	3.37	8.78	4.77	8.01	PRAD	Primary Tumor
TCGA-49-4501-01	TCGA-49-4501-01	7.05	1.64	10.28	0.84	4.12	4.36	0.84	1.97	4.12	9.69	4.55	0	LUAD	Primary Tumor
TCGA-P3-A6T0-01	TCGA-P3-A6T0-01	7.05	0.78	8.65	0.78	1.48	3.55	6.88	0.78	1.28	10.21	1.95	1.05	HNSC	Primary Tumor
TCGA-HC-7749-01	TCGA-HC-7749-01	7.05	0.66	11.21	1.85	7.44	5.76	0.66	1.11	8.8	9.01	4.62	1.29	PRAD	Primary Tumor
TCGA-AB-2900-03	TCGA-AB-2900-03	7.05	0.66	0.87	2.49	5.31	7.89			4.05	4.82	1.21		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-AB-2868-03	TCGA-AB-2868-03	7.05	0.61	1.76	4.49	2.23	9.73			4.07	6.39	0.85		LAML	Primary Blood Derived Cancer - Peripheral Blood
TCGA-EE-A3JH-06	TCGA-EE-A3JH-06	7.05	0.57	6.11	0.57	3.87	4.85	0.57	1.3	3.49	8.08	2.14	0	SKCM	Metastatic
TCGA-XK-AAJA-01	TCGA-XK-AAJA-01	7.05	0.39	9.34	6.65	4.22	7.67	0.96	0.39	10.01	8.13	3.43	3.25	PRAD	Primary Tumor
TCGA-EJ-7321-01	TCGA-EJ-7321-01	7.05	0	10.02	2.79	4.72	4.86	3.37	0.89	2.88	8.47	3.91	8.18	PRAD	Primary Tumor
TCGA-AZ-6606-01	TCGA-AZ-6606-01	7.05	0	6.34	1.17	1.17	2.94	1.17	0	1.41	9.07	2.48	0	COAD	Primary Tumor
TCGA-BR-4361-01	TCGA-BR-4361-01	7.05	-1.52	8.26	1.56	1.02	4.78			2.83	9.84	4.66		STAD	Primary Tumor
TCGA-K7-A5RG-01	TCGA-K7-A5RG-01	7.04	3.37	8.73	4.3	1.88	4.68	0	1.59	1.88	7.36	2.32	2.12	LIHC	Primary Tumor
TCGA-G3-A5SK-01	TCGA-G3-A5SK-01	7.04	2.38	8.97	3.06	0	0	2.38	0	1.04	6.6	1.04	1.04	LIHC	Primary Tumor
TCGA-SC-A6LQ-01	TCGA-SC-A6LQ-01	7.04	2.32	8.62	4.05	10.5	4.57	0	0	5.97	11.9	6.8	0	MESO	Primary Tumor
TCGA-CC-A9FW-01	TCGA-CC-A9FW-01	7.04	1.92	8.12	2.09	0.95	3.23	0	0	0.95	6.8	0.55	0	LIHC	Primary Tumor
TCGA-EJ-7327-01	TCGA-EJ-7327-01	7.04	1.5	10.38	3	6.04	6.54	0.68	2.39	4.07	10.13	6.5	8.23	PRAD	Primary Tumor
TCGA-CZ-5452-11	TCGA-CZ-5452-11	7.04	0.99	14	0.73	4.25	2.4	0	0	0.73	8.11	5.2	7.46	KIRC	Solid Tissue Normal
TCGA-AO-A03V-01	TCGA-AO-A03V-01	7.04	0.84	11.07	5.8	3.43	3.27	0.48	0.48	3.63	10.18	3.67	0	BRCA	Primary Tumor
TCGA-IB-7652-01	TCGA-IB-7652-01	7.04	0.84	10.13	1.04	2.71	5.35	2.88	1.51	3.81	11.55	5.29	3.16	PAAD	Primary Tumor
TCGA-R3-A69X-01	TCGA-R3-A69X-01	7.04	0.82	10.68	2.15	4.89	4.73	0	0.47	3.29	10.23	4.09	1.34	BLCA	Primary Tumor
TCGA-64-5781-01	TCGA-64-5781-01	7.04	0.72	9.57	2.76	7.48	5.18	1.55	2.62	5.05	9.2	3.72	5.48	LUAD	Primary Tumor
TCGA-49-6743-01	TCGA-49-6743-01	7.04	0.63	10.56	2.26	2.26	5.36	1.06	2.68	3.01	10.16	5.62	2.09	LUAD	Primary Tumor
TCGA-TS-A7OY-01	TCGA-TS-A7OY-01	7.04	0.55	7.88	2.49	5.33	5.75	1.91	1.25	5.58	11.49	4.72	0	MESO	Primary Tumor
TCGA-75-6206-01	TCGA-75-6206-01	7.04	0	10.26	1.18	3.62	3.38	2.59	0	2.43	9.42	4.56	0.7	LUAD	Primary Tumor
TCGA-VP-A87H-01	TCGA-VP-A87H-01	7.04	0	9.88	4.73	4.48	6.57	2.23	1.73	7.74	8.6	3.48	5.59	PRAD	Primary Tumor
TCGA-VP-AA1N-01	TCGA-VP-AA1N-01	7.04	0	9.17	3.85	6.31	9.03	1.22	0	11.01	8.32	3.67	1.74	PRAD	Primary Tumor
TCGA-CM-6162-01	TCGA-CM-6162-01	7.04	0	8.74	1.7	2.96	6.27	1.89	1.89	4.5	11.29	4.76	2.06	COAD	Primary Tumor
TCGA-AA-A01X-01	TCGA-AA-A01X-01	7.04	0	6.74	0.95	2.09	4.33	0.55	0.55	1.26	9.01	3.61	0	COAD	Primary Tumor
TCGA-A3-3319-01	TCGA-A3-3319-01	7.03	3.92	10.9	1.96	2.6	5.7	0	0.78	6.75	10.33	1.29	0	KIRC	Primary Tumor
TCGA-DD-AADG-01	TCGA-DD-AADG-01	7.03	2.22	8.62	0	0	1.5	0	0	0.68	6.23	1.5	0	LIHC	Primary Tumor
TCGA-86-8054-01	TCGA-86-8054-01	7.03	1.58	8.83	2.11	5.91	7.11	2.41	3.17	2.32	9.01	3.87	0	LUAD	Primary Tumor
TCGA-2G-AAGO-01	TCGA-2G-AAGO-01	7.03	1.36	8.56	1.36	7	3.8	2.7	2.05	7.19	12.19	2.79	5.9	TGCT	Primary Tumor
TCGA-JV-A5VF-01	TCGA-JV-A5VF-01	7.03	1.32	5.78	3	6.66	4.17	0	0	5.74	11.92	5.79	4.67	SARC	Primary Tumor
TCGA-67-3774-01	TCGA-67-3774-01	7.03	1.19	9.76	2.61	7.87	3.64	1.19	4.08	3	9.28	3.91	1.19	LUAD	Primary Tumor
TCGA-V1-A8WS-01	TCGA-V1-A8WS-01	7.03	0.99	10.44	5.18	3.15	4.07	0.99	0	2.57	8.09	3.4	2.72	PRAD	Primary Tumor
TCGA-OL-A97C-01	TCGA-OL-A97C-01	7.03	0.74	11.81	4.41	8.96	4.58	4.1	1.6	6.03	10.77	6.75	1.6	BRCA	Primary Tumor
TCGA-YL-A8SC-01	TCGA-YL-A8SC-01	7.03	0.44	10.21	3.49	8.36	7.16	0.44	0.44	5.91	8.76	5.25	1.8	PRAD	Primary Tumor
TCGA-EJ-7218-01	TCGA-EJ-7218-01	7.03	0.4	8.63	5.04	3.32	7.34	0.72	0.72	10.8	8.27	3.79	8.31	PRAD	Primary Tumor
TCGA-AA-A00O-01	TCGA-AA-A00O-01	7.03	-0.65	7.82	3.01	2.38	6.01			5.97	10.46	3.8	0.96	COAD	Primary Tumor
TCGA-VQ-A8PB-01	TCGA-VQ-A8PB-01	7.03	-1.68	7.86	0.77	-0.34	4.57	1.32	0.98	1.56	9.29	3.92	-0.39	STAD	Primary Tumor
TCGA-E9-A54Y-01	TCGA-E9-A54Y-01	7.02	1.99	7.09	5.04	9.13	4.36	0	0	0.67	8.07	3.47	0	BRCA	Primary Tumor
TCGA-EJ-A8FN-01	TCGA-EJ-A8FN-01	7.02	1.8	9.02	3.31	5.54	6.36	0.58	1.8	6.2	7.02	4.54	2.16	PRAD	Primary Tumor
TCGA-77-8007-11	TCGA-77-8007-11	7.02	1.65	11.85	2.19	6.22	5.02	1.65	5.72	3.87	9.43	5.18	0.44	LUSC	Solid Tissue Normal
TCGA-F4-6809-01	TCGA-F4-6809-01	7.02	1.18	8.64	3.18	4.39	5.14	2.39	0	5.84	9.45	2.39	3.18	COAD	Primary Tumor
TCGA-B8-4620-11	TCGA-B8-4620-11	7.02	1.15	12.5	1.15	7.96	3.25	0	3.34	3.42	9.93	5.76	6.95	KIRC	Solid Tissue Normal
TCGA-G2-A2ES-01	TCGA-G2-A2ES-01	7.02	0.81	8.83	2	1.09	5.56	0.46	0.46	2.64	11.08	2.36	0	BLCA	Primary Tumor
TCGA-91-7771-01	TCGA-91-7771-01	7.02	0.65	9.45	2.32	4.39	4.27	2.15	2.32	4.43	9.75	5.85	0.65	LUAD	Primary Tumor
TCGA-CZ-4865-11	TCGA-CZ-4865-11	7.02	0.46	13.28	1.53	3.1	4.26	0	0	0	10.27	5.97	6.55	KIRC	Solid Tissue Normal
TCGA-FD-A43Y-01	TCGA-FD-A43Y-01	7.02	0	10.22	2.45	1.18	4.65	0.71	0	3	10.59	2.61	0	BLCA	Primary Tumor
TCGA-F4-6806-01	TCGA-F4-6806-01	7.02	0	8.36	0.74	0	3.98	0	0.74	1.59	9.72	3.06	2.12	COAD	Primary Tumor
TCGA-XF-A9T0-01	TCGA-XF-A9T0-01	7.02	0	6.47	3.94	2.53	4.61	1.87	0.61	1.87	9.22	1.87	0	BLCA	Primary Tumor
TCGA-AA-A00J-01	TCGA-AA-A00J-01	7.02	-0.65	7.98	2.21	-0.32	4.9			7.23	9.25	3.2	0.57	COAD	Primary Tumor
TCGA-AP-A051-01	TCGA-AP-A051-01	7.02	-0.65	7.57	1.59	2.89	3.54			9.02	11.58	2.93	0.86	UCEC	Primary Tumor
TCGA-KS-A41L-11	TCGA-KS-A41L-11	7.01	2.43	8.37	4.5	1.67	2.73	0.95	0	3.65	7.95	8.32	5.71	THCA	Solid Tissue Normal
TCGA-FY-A3TY-11	TCGA-FY-A3TY-11	7.01	2.35	8.6	4.66	2.76	2.92	0	0	3.91	7.72	8.59	5.12	THCA	Solid Tissue Normal
TCGA-B0-5712-01	TCGA-B0-5712-01	7.01	1.84	12.5	3.84	0	1.98	1.84	0.45	4.25	9.85	2.93	3.35	KIRC	Primary Tumor
TCGA-ZH-A8Y1-01	TCGA-ZH-A8Y1-01	7.01	1.7	9.23	3.24	0	2.95	5.7	0.64	6.77	10.76	4.52	1.43	CHOL	Primary Tumor
TCGA-EB-A551-01	TCGA-EB-A551-01	7.01	1.49	5.35	4.11	1.23	4.32	0.54	0.93	1.7	8.75	2.34	2.2	SKCM	Primary Tumor
TCGA-D8-A1XV-01	TCGA-D8-A1XV-01	7.01	1.02	12.01	0	0	2.2	1.35	0.6	10.63	9.91	4.9	0	BRCA	Primary Tumor
TCGA-E2-A14Q-01	TCGA-E2-A14Q-01	7.01	1	12.6	3.36	1	3.32	0	2	3.05	9.3	4.96	0.41	BRCA	Primary Tumor
TCGA-US-A77E-01	TCGA-US-A77E-01	7.01	0.91	10.11	3.28	0.91	7.3	0	0.52	3.68	11.11	4.69	0	PAAD	Primary Tumor
TCGA-78-7156-01	TCGA-78-7156-01	7.01	0.7	9.39	1.52	4.51	3.37	3.37	0	0.7	8.43	4.1	0	LUAD	Primary Tumor
TCGA-B0-5691-01	TCGA-B0-5691-01	7.01	0.63	11.58	2.43	6.71	4.62	2.7	2.1	4.13	11.44	6.1	8.86	KIRC	Primary Tumor
TCGA-D8-A1J8-01	TCGA-D8-A1J8-01	7.01	0.63	10.78	0.63	0.87	4.62	0.63	1.54	7.26	9.2	5.01	0	BRCA	Primary Tumor
